 2022-10-14 17:22:51,385-'e'
 2022-10-14 17:22:51,610-'s'
 2022-10-14 17:22:51,857-'t'
 2022-10-14 17:22:51,962-'o'
 2022-10-14 17:22:52,145-Key.space
 2022-10-14 17:22:52,242-'e'
 2022-10-14 17:22:52,433-'s'
 2022-10-14 17:22:52,482-Key.space
 2022-10-14 17:22:52,667-'u'
 2022-10-14 17:22:52,754-'n'
 2022-10-14 17:22:52,882-'a'
 2022-10-14 17:22:52,945-Key.space
 2022-10-14 17:22:53,137-'p'
 2022-10-14 17:22:53,249-'r'
 2022-10-14 17:22:53,401-'u'
 2022-10-14 17:22:53,530-'e'
 2022-10-14 17:22:53,689-'b'
 2022-10-14 17:22:53,721-'a'
 2022-10-14 17:22:53,833-Key.space
 2022-10-14 17:22:54,441-Key.backspace
 2022-10-14 17:22:54,951-Key.backspace
 2022-10-14 17:22:54,981-Key.backspace
 2022-10-14 17:22:55,012-Key.backspace
 2022-10-14 17:22:55,044-Key.backspace
 2022-10-14 17:22:55,076-Key.backspace
 2022-10-14 17:22:55,107-Key.backspace
 2022-10-14 17:22:55,154-Key.backspace
 2022-10-14 17:22:55,184-Key.backspace
 2022-10-14 17:22:55,215-Key.backspace
 2022-10-14 17:22:55,245-Key.backspace
 2022-10-14 17:22:55,276-Key.backspace
 2022-10-14 17:22:55,307-Key.backspace
 2022-10-14 17:22:55,353-Key.backspace
 2022-10-14 17:22:55,383-Key.backspace
 2022-10-14 17:22:55,413-Key.backspace
 2022-10-14 17:22:55,445-Key.backspace
 2022-10-14 17:22:55,477-Key.backspace
 2022-10-14 17:22:55,508-Key.backspace
 2022-10-14 17:23:55,689-'y'
 2022-10-14 17:23:55,738-'a'
 2022-10-14 17:23:55,897-Key.space
 2022-10-14 17:23:56,002-'t'
 2022-10-14 17:23:56,218-'e'
 2022-10-14 17:23:56,306-'r'
 2022-10-14 17:23:56,473-'m'
 2022-10-14 17:23:56,577-'i'
 2022-10-14 17:23:56,689-'n'
 2022-10-14 17:23:56,802-'e'
 2022-10-14 17:23:56,898-Key.space
 2022-10-14 17:23:57,050-'e'
 2022-10-14 17:23:57,217-'l'
 2022-10-14 17:23:57,385-Key.space
 2022-10-14 17:23:57,906-'k'
 2022-10-14 17:23:58,034-'a'
 2022-10-14 17:23:58,585-'e'
 2022-10-14 17:23:58,793-'y'
 2022-10-14 17:23:59,002-Key.space
 2022-10-14 17:23:59,210-'l'
 2022-10-14 17:23:59,401-'o'
 2022-10-14 17:23:59,617-'g'
 2022-10-14 17:23:59,713-'g'
 2022-10-14 17:23:59,850-'u'
 2022-10-14 17:23:59,954-'e'
 2022-10-14 17:24:00,849-'r'
 2022-10-14 17:24:01,226-Key.enter
 2022-10-14 17:24:01,745-'k'
 2022-10-14 17:24:01,794-'a'
 2022-10-14 17:24:01,921-'k'
 2022-10-14 17:24:01,929-'l'
 2022-10-14 17:24:01,977-'a'
 2022-10-14 17:24:02,506-Key.backspace
 2022-10-14 17:24:02,650-Key.backspace
 2022-10-14 17:24:02,794-Key.backspace
 2022-10-14 17:24:02,946-Key.backspace
 2022-10-14 17:24:03,105-Key.backspace
 2022-10-14 17:24:03,233-Key.backspace
 2022-10-14 17:24:03,490-'j'
 2022-10-14 17:24:03,546-'a'
 2022-10-14 17:24:03,641-'j'
 2022-10-14 17:24:03,714-'a'
 2022-10-14 17:24:03,913-'}'
 2022-10-14 17:24:04,946-Key.backspace
 2022-10-14 17:24:05,242-Key.enter
 2022-10-14 17:24:05,594-'c'
 2022-10-14 17:24:05,841-'a'
 2022-10-14 17:24:06,050-'s'
 2022-10-14 17:24:06,194-'i'
 2022-10-14 17:24:06,338-Key.space
 2022-10-14 17:24:06,410-'q'
 2022-10-14 17:24:06,530-'u'
 2022-10-14 17:24:06,609-'e'
 2022-10-14 17:24:06,705-Key.space
 2022-10-14 17:24:06,866-'n'
 2022-10-14 17:24:07,049-'o'
 2022-10-14 17:24:07,249-Key.space
 2022-10-14 17:24:07,474-Key.enter
 2022-10-14 17:24:08,290-'p'
 2022-10-14 17:24:08,377-'e'
 2022-10-14 17:24:08,490-'r'
 2022-10-14 17:24:08,553-'o'
 2022-10-14 17:24:08,849-Key.backspace
 2022-10-14 17:24:09,353-Key.backspace
 2022-10-14 17:24:09,385-Key.backspace
 2022-10-14 17:24:09,418-Key.backspace
 2022-10-14 17:24:09,448-Key.backspace
 2022-10-14 17:24:09,495-Key.backspace
 2022-10-14 17:24:09,528-Key.backspace
 2022-10-14 17:24:09,558-Key.backspace
 2022-10-14 17:24:09,590-Key.backspace
 2022-10-14 17:24:09,622-Key.backspace
 2022-10-14 17:24:09,654-Key.backspace
 2022-10-14 17:24:09,686-Key.backspace
 2022-10-14 17:30:43,401-Key.space
 2022-10-14 17:30:50,089-Key.space
 2022-10-14 17:30:52,281-Key.space
 2022-10-14 17:32:28,385-Key.space
 2022-10-14 17:32:32,865-Key.space
 2022-10-14 17:32:36,488-Key.space
 2022-10-14 17:34:40,049-Key.ctrl_l
 2022-10-14 17:34:40,549-Key.ctrl_l
 2022-10-14 17:34:40,582-Key.ctrl_l
 2022-10-14 17:34:40,615-Key.ctrl_l
