 2022-10-14 17:34:40,648-Key.ctrl_l
 2022-10-14 17:34:40,681-Key.ctrl_l
 2022-10-14 17:34:40,714-Key.ctrl_l
 2022-10-14 17:34:40,747-Key.ctrl_l
 2022-10-14 17:34:40,780-Key.ctrl_l
 2022-10-14 17:34:40,813-Key.ctrl_l
 2022-10-14 17:34:40,845-Key.ctrl_l
 2022-10-14 17:34:40,878-Key.ctrl_l
 2022-10-14 17:34:40,911-Key.ctrl_l
 2022-10-14 17:34:40,944-Key.ctrl_l
 2022-10-14 17:34:40,977-Key.ctrl_l
 2022-10-14 17:34:41,010-Key.ctrl_l
 2022-10-14 17:34:41,043-Key.ctrl_l
 2022-10-14 17:34:41,076-Key.ctrl_l
 2022-10-14 17:34:41,109-Key.ctrl_l
 2022-10-14 17:34:41,142-Key.ctrl_l
 2022-10-14 17:34:41,175-Key.ctrl_l
 2022-10-14 17:34:41,209-Key.ctrl_l
 2022-10-14 17:34:41,242-Key.ctrl_l
 2022-10-14 17:34:41,275-Key.ctrl_l
 2022-10-14 17:34:41,308-Key.ctrl_l
 2022-10-14 17:34:41,341-Key.ctrl_l
 2022-10-14 17:34:41,374-Key.ctrl_l
 2022-10-14 17:34:41,406-Key.ctrl_l
 2022-10-14 17:34:41,439-Key.ctrl_l
 2022-10-14 17:34:41,472-Key.ctrl_l
 2022-10-14 17:34:41,505-Key.ctrl_l
 2022-10-14 17:34:41,538-Key.ctrl_l
 2022-10-14 17:34:41,572-Key.ctrl_l
 2022-10-14 17:34:41,605-Key.ctrl_l
 2022-10-14 17:34:41,638-Key.ctrl_l
 2022-10-14 17:34:41,671-Key.ctrl_l
 2022-10-14 17:34:41,704-Key.ctrl_l
 2022-10-14 17:34:41,737-Key.ctrl_l
 2022-10-14 17:34:41,770-Key.ctrl_l
 2022-10-14 17:34:41,803-Key.ctrl_l
 2022-10-14 17:34:41,836-Key.ctrl_l
 2022-10-14 17:34:41,869-Key.ctrl_l
 2022-10-14 17:34:41,905-Key.ctrl_l
 2022-10-14 17:34:41,935-Key.ctrl_l
 2022-10-14 17:34:41,968-Key.ctrl_l
 2022-10-14 17:34:42,001-Key.ctrl_l
 2022-10-14 17:34:42,034-Key.ctrl_l
 2022-10-14 17:34:42,067-Key.ctrl_l
 2022-10-14 17:34:42,099-Key.ctrl_l
 2022-10-14 17:34:42,133-Key.ctrl_l
 2022-10-14 17:34:42,166-Key.ctrl_l
 2022-10-14 17:34:42,199-Key.ctrl_l
 2022-10-14 17:34:42,232-Key.ctrl_l
 2022-10-14 17:34:42,265-Key.ctrl_l
 2022-10-14 17:34:42,298-Key.ctrl_l
 2022-10-14 17:34:42,331-Key.ctrl_l
 2022-10-14 17:34:45,465-Key.f11
 2022-10-14 17:36:17,649-Key.ctrl_l
 2022-10-14 17:36:19,944-Key.space
 2022-10-14 17:36:49,824-Key.space
 2022-10-14 17:38:24,185-Key.space
 2022-10-14 17:38:25,617-Key.space
 2022-10-14 17:47:41,440-Key.space
 2022-10-14 17:47:42,384-Key.space
 2022-10-14 17:49:39,528-<97>
 2022-10-14 17:49:39,760-<110>
 2022-10-14 17:49:40,000-<104>
 2022-10-14 17:49:46,696-Key.f11
 2022-10-14 17:49:55,864-<104>
 2022-10-14 17:49:58,145-<103>
 2022-10-14 17:49:58,273-<96>
 2022-10-14 17:50:51,320-Key.space
 2022-10-14 17:52:59,856-Key.space
 2022-10-14 17:53:03,864-Key.space
 2022-10-14 17:53:28,896-Key.space
 2022-10-14 17:53:37,696-Key.space
 2022-10-14 17:53:40,992-Key.space
 2022-10-14 17:54:54,976-Key.space
 2022-10-14 17:55:10,048-Key.space
 2022-10-14 17:55:12,240-Key.space
 2022-10-14 17:55:13,392-Key.space
 2022-10-14 17:58:33,360-Key.space
 2022-10-14 18:01:50,768-Key.shift
 2022-10-14 18:01:51,185-'F'
 2022-10-14 18:01:52,216-'d'
 2022-10-14 18:01:52,376-'e'
 2022-10-14 18:01:52,832-Key.backspace
 2022-10-14 18:01:52,975-Key.backspace
 2022-10-14 18:01:53,800-Key.backspace
 2022-10-14 18:01:55,176-Key.ctrl_l
 2022-10-14 18:01:55,677-Key.ctrl_l
 2022-10-14 18:01:55,710-Key.ctrl_l
 2022-10-14 18:01:55,727-'\x06'
 2022-10-14 18:01:57,296-Key.backspace
 2022-10-14 18:01:57,416-'d'
 2022-10-14 18:01:57,599-'e'
 2022-10-14 18:01:57,760-'s'
 2022-10-14 18:01:57,863-'b'
 2022-10-14 18:01:57,864-'n'
 2022-10-14 18:01:58,408-Key.backspace
 2022-10-14 18:01:58,824-Key.backspace
 2022-10-14 18:02:00,592-'n'
 2022-10-14 18:02:00,760-'u'
 2022-10-14 18:02:08,911-Key.enter
 2022-10-14 18:02:10,704-Key.enter
 2022-10-14 18:02:11,864-Key.enter
 2022-10-14 18:02:12,391-Key.enter
 2022-10-14 18:02:15,720-Key.backspace
 2022-10-14 18:02:16,728-Key.ctrl_l
 2022-10-14 18:02:16,904-'\x13'
 2022-10-14 18:02:19,096-Key.enter
 2022-10-14 18:02:19,600-Key.enter
 2022-10-14 18:02:19,984-Key.enter
 2022-10-14 18:02:20,888-Key.enter
 2022-10-14 18:02:21,864-Key.enter
 2022-10-14 18:02:22,647-Key.enter
 2022-10-14 18:02:23,128-Key.enter
 2022-10-14 18:02:23,552-Key.enter
 2022-10-14 18:02:24,272-Key.enter
 2022-10-14 18:02:24,664-Key.enter
 2022-10-14 18:02:24,904-Key.enter
 2022-10-14 18:02:25,145-Key.enter
 2022-10-14 18:02:25,392-Key.enter
 2022-10-14 18:02:25,600-Key.enter
 2022-10-14 18:03:17,319-Key.space
 2022-10-14 18:08:38,968-<99>
 2022-10-14 18:08:39,215-<97>
 2022-10-14 18:08:39,399-<96>
 2022-10-14 18:08:39,664-<103>
 2022-10-14 18:08:39,872-<104>
 2022-10-14 18:08:40,039-<104>
 2022-10-14 18:08:40,359-<101>
 2022-10-14 18:08:40,616-<97>
 2022-10-14 18:08:40,839-<104>
 2022-10-14 18:08:41,032-<102>
 2022-10-14 18:08:41,591-Key.left
 2022-10-14 18:08:42,091-Key.left
 2022-10-14 18:08:42,125-Key.left
 2022-10-14 18:08:42,158-Key.left
 2022-10-14 18:08:42,190-Key.left
 2022-10-14 18:08:42,223-Key.left
 2022-10-14 18:08:42,256-Key.left
 2022-10-14 18:08:42,289-Key.left
 2022-10-14 18:08:42,322-Key.left
 2022-10-14 18:08:42,355-Key.left
 2022-10-14 18:08:42,388-Key.left
 2022-10-14 18:08:42,422-Key.left
 2022-10-14 18:08:42,455-Key.left
 2022-10-14 18:08:44,271-'+'
 2022-10-14 18:08:44,624-<101>
 2022-10-14 18:08:44,887-<103>
 2022-10-14 18:08:48,071-Key.space
 2022-10-14 18:09:08,031-Key.space
 2022-10-14 18:09:13,648-Key.enter
 2022-10-14 18:10:42,079-Key.ctrl_l
 2022-10-14 18:10:42,264-'\x03'
 2022-10-14 18:10:48,567-Key.ctrl_l
 2022-10-14 18:10:48,832-'\x16'
 2022-10-14 18:11:19,304-Key.space
 2022-10-14 18:16:58,328-Key.space
 2022-10-14 18:17:50,239-'c'
 2022-10-14 18:17:50,551-'u'
 2022-10-14 18:17:50,959-'a'
 2022-10-14 18:17:51,119-'l'
 2022-10-14 18:17:51,360-'q'
 2022-10-14 18:17:51,495-'u'
 2022-10-14 18:17:51,687-'i'
 2022-10-14 18:17:51,832-'e'
 2022-10-14 18:17:52,031-'r'
 2022-10-14 18:17:52,431-'c'
 2022-10-14 18:17:52,567-'o'
 2022-10-14 18:17:52,767-'s'
 2022-10-14 18:17:53,016-'a'
 2022-10-14 18:18:07,063-'c'
 2022-10-14 18:18:07,279-'u'
 2022-10-14 18:18:07,455-'a'
 2022-10-14 18:18:07,607-'l'
 2022-10-14 18:18:07,800-'q'
 2022-10-14 18:18:07,919-'u'
 2022-10-14 18:18:08,103-'i'
 2022-10-14 18:18:08,271-'e'
 2022-10-14 18:18:08,455-'r'
 2022-10-14 18:18:08,855-Key.space
 2022-10-14 18:18:09,047-'c'
 2022-10-14 18:18:09,199-'o'
 2022-10-14 18:18:09,423-'s'
 2022-10-14 18:18:09,599-'a'
 2022-10-14 18:18:10,663-Key.enter
 2022-10-14 18:18:10,824-Key.enter
